Frame,Nose_X,Nose_Y,Nose_Score,LEye_X,LEye_Y,LEye_Score,REye_X,REye_Y,REye_Score,LEar_X,LEar_Y,LEar_Score,REar_X,REar_Y,REar_Score,LShoulder_X,LShoulder_Y,LShoulder_Score,RShoulder_X,RShoulder_Y,RShoulder_Score,LElbow_X,LElbow_Y,LElbow_Score,RElbow_X,RElbow_Y,RElbow_Score,LWrist_X,LWrist_Y,LWrist_Score,RWrist_X,RWrist_Y,RWrist_Score,LHip_X,LHip_Y,LHip_Score,RHip_X,RHip_Y,RHip_Score,LKnee_X,LKnee_Y,LKnee_Score,RKnee_X,RKnee_Y,RKnee_Score,LAnkle_X,LAnkle_Y,LAnkle_Score,RAnkle_X,RAnkle_Y,RAnkle_Score,Head_X,Head_Y,Head_Score,Neck_X,Neck_Y,Neck_Score,Hip_X,Hip_Y,Hip_Score,LBigToe_X,LBigToe_Y,LBigToe_Score,RBigToe_X,RBigToe_Y,RBigToe_Score,LSmallToe_X,LSmallToe_Y,LSmallToe_Score,RSmallToe_X,RSmallToe_Y,RSmallToe_Score,LHeel_X,LHeel_Y,LHeel_Score,RHeel_X,RHeel_Y,RHeel_Score,RKnee,LKnee,RElbow,LElbow,RAnkle,LAnkle,Neck,Hip,TL_X,TL_Y,BR_X,BR_Y,BBOX_SCORE
696,315.83,129.05,0.8972,317.38,127.49,0.9138,315.83,125.94,0.813,320.5,129.05,0.904,326.72,127.49,0.8531,322.05,138.39,0.9517,334.51,139.95,0.9213,322.05,153.96,0.9329,343.85,157.07,0.9456,314.27,158.63,0.9245,331.39,161.74,0.9491,323.61,174.19,0.9258,331.39,175.75,0.9147,320.5,203.77,0.9621,320.5,202.21,0.8912,345.4,210.0,0.9711,325.17,225.56,0.8767,322.05,119.71,0.8721,323.61,133.72,0.8675,326.72,174.19,0.9599,354.74,222.45,0.9153,317.38,231.79,0.8809,353.19,220.89,0.903,318.94,230.23,0.8937,348.52,206.88,0.8619,328.28,230.23,0.904,33.69,81.97,98.05,59.04,62.65,39.09,1.94,18.43,307.87,115.19,356.48,234.75,0.99
697,315.42,131.12,0.8812,316.95,128.06,0.9175,315.42,128.06,0.8061,321.54,129.59,0.943,326.13,129.59,0.9277,321.54,138.78,0.9577,333.79,140.31,0.9529,321.54,154.09,0.9287,342.97,157.15,0.9296,313.89,158.68,0.9176,330.73,161.74,0.9778,323.07,175.52,0.9394,330.73,177.05,0.9308,320.01,203.07,0.9777,321.54,203.07,0.9206,344.5,209.2,0.9776,324.6,226.04,0.9045,321.54,121.94,0.8846,324.6,134.19,0.8921,327.67,175.52,0.9681,353.69,221.44,0.9153,316.95,230.63,0.865,352.16,219.91,0.9101,318.48,229.1,0.915,349.1,207.67,0.8619,327.67,230.63,0.8879,27.03,82.3,98.05,59.04,66.63,39.09,9.8,26.57,307.85,115.97,355.14,233.54,0.99
698,316.47,129.91,0.8898,318.01,128.37,0.894,316.47,126.84,0.7927,321.07,129.91,0.9547,325.67,129.91,0.9172,321.07,139.11,0.9668,333.34,140.64,0.9859,322.61,154.44,0.9284,342.54,157.51,0.9407,313.4,159.04,0.9242,330.27,162.11,0.9949,322.61,175.91,0.9408,330.27,177.45,0.9454,319.54,203.51,0.9619,321.07,203.51,0.9087,344.07,209.65,0.9991,325.67,226.52,0.9121,322.61,120.71,0.8678,324.14,134.51,0.8991,327.21,175.91,0.9842,351.74,221.92,0.9151,318.01,232.65,0.851,351.74,220.38,0.8872,319.54,229.58,0.9177,348.67,206.58,0.8398,328.74,231.12,0.8946,30.75,82.3,98.05,69.15,62.65,43.96,2.1,26.56,308.19,116.26,353.89,234.03,0.99
699,315.54,131.24,0.8878,317.09,128.15,0.942,317.09,128.15,0.8006,321.72,129.69,0.9245,326.36,129.69,0.9445,320.18,138.96,0.9741,334.09,142.05,0.9666,323.27,154.42,0.9266,341.81,159.05,0.9148,314.0,160.6,0.9268,329.45,162.14,0.9836,323.27,176.05,0.9379,331.0,177.6,0.9475,318.63,203.87,0.9614,320.18,202.32,0.906,343.36,210.05,1.0059,326.36,227.05,0.9089,321.72,121.97,0.9026,323.27,134.33,0.9353,326.36,176.05,0.9891,351.08,222.41,0.8999,317.09,231.68,0.8541,349.54,220.87,0.8833,320.18,230.14,0.8898,347.99,206.96,0.8243,329.45,231.68,0.9189,37.67,85.43,100.41,67.62,77.47,43.96,2.89,18.44,307.76,115.94,352.69,234.62,0.99
700,315.75,130.91,0.8839,317.26,129.4,0.907,317.26,127.88,0.795,320.29,129.4,0.9642,326.35,129.4,0.9342,320.29,140.0,0.9991,333.92,141.51,0.9446,323.32,153.63,0.9064,341.49,158.17,0.9445,314.23,159.68,0.9397,329.37,162.71,0.9958,323.32,176.34,0.9463,330.89,177.86,0.9471,317.26,203.6,0.972,320.29,202.08,0.9041,343.0,209.66,1.0018,326.35,227.83,0.913,321.8,121.83,0.8895,323.32,133.94,0.9014,327.86,174.83,0.9926,350.57,221.77,0.8837,318.77,232.37,0.887,349.06,221.77,0.8891,320.29,230.86,0.925,347.55,206.63,0.813,329.37,230.86,0.9177,36.87,89.29,93.89,68.84,72.28,44.75,0.78,63.44,307.67,117.44,352.59,233.73,0.99
701,315.47,129.84,0.8809,316.98,128.33,0.9262,316.98,128.33,0.8479,321.5,129.84,0.958,326.03,129.84,0.9394,319.99,140.4,0.9979,333.58,141.91,0.96,323.01,153.99,0.9185,341.12,158.51,0.9485,313.96,160.02,0.9436,329.05,163.04,0.932,323.01,176.62,0.9778,330.56,178.13,0.9442,316.98,203.79,0.9735,321.5,202.28,0.8997,341.12,209.82,1.0718,327.54,227.93,0.9345,321.5,122.3,0.9001,323.01,134.37,0.9049,327.54,175.11,0.9858,348.67,221.9,0.8438,318.49,232.46,0.9062,348.67,221.9,0.8734,319.99,230.95,0.9467,345.65,208.31,0.809,330.56,230.95,0.9376,33.8,88.49,93.89,68.84,76.68,43.96,0.78,63.43,307.62,117.92,351.98,233.82,0.99
702,316.57,131.28,0.9024,318.09,128.24,0.9176,318.09,128.24,0.8241,321.13,129.76,0.9536,325.7,129.76,0.9617,321.13,140.41,0.9857,333.31,141.93,0.9459,324.18,154.1,0.9257,340.91,158.67,0.916,313.53,160.19,0.939,330.26,163.23,0.8349,322.66,175.4,0.9777,330.26,176.92,0.9393,316.57,202.79,0.9877,321.13,201.27,0.8787,340.91,210.4,1.0865,328.74,227.13,0.9428,321.13,122.15,0.9056,324.18,134.32,0.903,327.22,175.4,0.9813,348.52,222.57,0.873,319.61,233.22,0.8952,347.0,222.57,0.8903,321.13,231.7,0.9443,345.48,208.88,0.8447,331.79,230.18,0.9156,36.95,85.17,91.25,72.78,72.7,40.64,9.8,26.57,307.56,117.74,351.45,234.59,0.99
703,316.53,131.15,0.8951,316.53,128.1,0.9264,316.53,128.1,0.8311,321.1,129.63,0.9486,325.67,129.63,0.9792,321.1,140.29,0.9902,333.29,141.82,0.9338,324.14,154.01,0.9397,340.91,158.58,0.8507,313.48,160.1,0.9452,330.24,164.67,0.8914,322.62,175.34,0.9801,330.24,176.86,0.9303,316.53,202.77,0.972,322.62,201.24,0.8849,340.91,210.38,1.0948,328.72,227.14,0.9658,321.1,122.01,0.9227,324.14,134.2,0.9057,327.19,175.34,0.9698,347.0,224.1,0.8621,319.57,233.24,0.8994,345.48,222.57,0.8819,321.1,231.72,0.9399,345.48,208.86,0.8298,331.76,230.19,0.9518,30.59,85.17,84.7,72.78,69.55,48.68,9.8,26.57,307.67,117.59,351.29,234.61,0.99
704,316.31,129.72,0.913,317.82,128.21,0.9495,316.31,128.21,0.8577,320.84,129.72,0.9585,325.38,129.72,0.9666,320.84,140.3,0.986,332.93,141.81,0.9282,323.87,153.9,0.9549,340.49,158.43,0.8148,313.29,161.46,0.9472,326.89,164.48,0.8583,323.87,176.57,0.9775,329.91,176.57,0.9012,314.8,202.27,0.9555,322.35,202.27,0.9234,340.49,209.82,1.047,328.4,227.96,0.9807,320.84,122.16,0.9171,323.87,134.25,0.9052,326.89,175.06,0.9635,346.54,223.43,0.8669,319.33,232.5,0.9132,345.03,221.92,0.8818,320.84,230.98,0.9185,345.03,208.31,0.7871,331.42,230.98,0.9711,29.63,93.05,90.48,66.99,76.68,49.65,9.8,53.13,307.6,117.78,350.71,233.86,0.99
705,315.72,130.86,0.8953,317.25,129.33,0.9155,317.25,127.8,0.8438,320.31,129.33,0.9456,324.89,129.33,0.9494,320.31,140.03,0.9538,331.01,141.56,0.9392,323.36,153.8,0.9554,340.19,158.39,0.8178,314.19,161.45,0.9365,327.95,164.51,0.917,323.36,175.21,0.9682,331.01,176.74,0.912,315.72,202.75,0.9636,323.36,201.22,0.9139,340.19,210.39,1.0814,329.48,227.22,0.9869,320.31,123.21,0.8899,323.36,135.45,0.9141,326.42,175.21,0.935,344.78,224.16,0.8704,320.31,231.81,0.8911,344.78,222.63,0.9123,320.31,231.81,0.9189,344.78,208.86,0.7994,332.54,230.28,0.9356,30.59,88.17,92.05,62.72,76.68,54.21,9.64,18.44,307.46,117.24,349.97,234.71,0.99
706,315.37,131.24,0.8952,316.89,128.2,0.9138,316.89,128.2,0.8479,321.46,129.72,0.9416,324.51,129.72,0.964,319.94,140.38,0.9352,330.6,141.91,0.9403,324.51,154.09,0.9655,339.74,158.66,0.8218,313.84,160.19,0.9257,329.08,164.76,0.7778,324.51,175.42,0.9488,330.6,176.94,0.9194,315.37,202.84,0.9286,322.98,201.31,0.9166,339.74,210.45,1.0692,330.6,227.21,0.9577,321.46,122.1,0.9109,322.98,135.81,0.9137,327.55,175.42,0.9259,344.31,224.16,0.8974,321.46,231.78,0.8891,344.31,222.64,0.925,321.46,230.25,0.9424,344.31,208.93,0.8102,333.65,230.25,0.9285,33.74,91.08,88.87,78.69,79.82,54.21,0.24,26.57,307.53,117.69,349.1,234.67,0.99
707,315.44,131.52,0.8904,316.96,128.47,0.9243,316.96,128.47,0.8417,320.01,130.0,0.9307,324.58,130.0,0.9319,320.01,140.67,0.9575,330.68,142.19,0.928,324.58,154.39,0.9467,339.82,157.44,0.8717,313.91,160.49,0.9115,330.68,163.53,0.8256,323.06,175.73,0.9322,330.68,177.25,0.9312,313.91,203.17,0.8774,323.06,201.64,0.924,339.82,210.79,1.0376,330.68,227.56,0.9634,320.01,122.38,0.8942,323.06,134.57,0.9041,327.63,175.73,0.9253,342.87,224.51,0.8802,321.53,232.13,0.913,342.87,222.98,0.9153,321.53,230.61,0.9318,344.4,209.26,0.8098,333.73,230.61,0.9147,33.74,92.05,87.27,78.69,79.82,61.08,7.7,26.56,307.79,117.96,349.0,235.03,0.98
708,314.87,130.83,0.9139,316.39,129.31,0.9358,316.39,129.31,0.8487,319.42,129.31,0.9165,323.98,129.31,0.8712,320.94,139.94,0.9207,330.05,141.46,0.9016,323.98,153.6,0.9604,339.16,158.16,0.8832,314.87,161.19,0.9307,331.57,162.71,0.7955,323.98,174.86,0.8789,330.05,176.37,0.8793,314.87,202.18,0.9013,323.98,200.67,0.9074,339.16,211.29,1.0358,331.57,226.48,0.972,320.94,121.72,0.9347,322.46,135.38,0.9044,327.01,174.86,0.8976,342.2,224.96,0.8879,320.94,231.03,0.9529,342.2,223.44,0.9431,322.46,231.03,0.9011,343.71,209.78,0.808,333.09,229.51,0.9244,30.43,87.88,87.65,62.72,83.19,56.92,0.24,26.57,308.34,118.84,347.21,235.43,0.98
709,314.75,130.44,0.9191,316.27,128.92,0.9412,316.27,128.92,0.8565,320.83,130.44,0.9094,323.87,130.44,0.8688,320.83,139.56,0.9059,329.95,141.08,0.9035,323.87,153.25,0.9686,339.07,157.81,0.8534,316.27,160.85,0.9459,326.91,163.89,0.7293,323.87,176.05,0.9142,329.95,176.05,0.8913,314.75,201.89,0.8708,323.87,201.89,0.9406,339.07,212.53,1.0151,331.47,227.73,0.9175,320.83,122.84,0.9643,322.35,135.0,0.9027,326.91,174.53,0.8984,340.59,226.21,0.8782,322.35,232.29,0.9306,342.11,224.69,0.9157,323.87,230.77,0.8982,343.63,211.01,0.8181,334.51,230.77,0.912,29.63,85.81,92.05,57.53,79.82,60.03,0.54,53.13,308.22,118.43,347.12,235.18,0.98
710,316.03,130.93,0.9119,316.03,129.42,0.9332,316.03,129.42,0.8366,320.56,129.42,0.9144,323.59,129.42,0.8788,320.56,140.0,0.9009,329.63,141.52,0.9422,325.1,153.61,0.9578,337.19,158.15,0.8625,316.03,159.66,0.9383,326.61,164.19,0.7727,323.59,176.29,0.9231,331.15,176.29,0.9011,314.52,201.99,0.8689,325.1,200.48,0.9657,337.19,212.58,0.9968,332.66,227.69,0.9031,320.56,121.86,0.9673,322.07,135.47,0.898,326.61,174.78,0.9063,340.22,226.18,0.8635,323.59,232.23,0.911,340.22,226.18,0.9066,325.1,230.72,0.8846,341.73,211.06,0.7884,335.68,230.72,0.9117,29.56,84.42,84.7,74.74,78.96,52.45,0.24,45.0,308.04,118.99,346.69,235.1,0.97
711,314.43,131.12,0.9129,315.93,129.61,0.945,315.93,128.1,0.8496,320.45,129.61,0.9195,323.47,129.61,0.9017,320.45,140.16,0.9038,329.5,141.67,0.9502,324.98,153.73,0.9489,337.03,156.74,0.8756,315.93,159.76,0.9306,326.48,164.28,0.7704,323.47,176.34,0.9239,331.01,176.34,0.9003,312.92,200.45,0.8674,324.98,201.96,0.9745,335.53,212.51,1.0122,332.51,227.58,0.8655,320.45,122.07,0.9614,321.96,135.64,0.9022,327.99,174.83,0.9069,338.54,227.58,0.9058,324.98,232.1,0.9252,338.54,227.58,0.9005,324.98,232.1,0.8625,341.56,211.0,0.7722,335.53,232.1,0.9096,29.63,85.56,81.03,74.74,75.43,50.62,2.41,45.0,307.55,119.21,346.93,234.97,0.98
712,315.12,130.7,0.8616,316.64,129.18,0.8952,316.64,129.18,0.8022,319.67,129.18,0.8974,324.22,129.18,0.8948,321.19,139.79,0.912,328.77,141.31,0.9495,325.74,151.93,0.9541,334.84,156.48,0.8505,316.64,161.02,0.9489,322.71,162.54,0.7765,322.71,176.19,0.9385,330.29,176.19,0.8847,313.61,200.45,0.869,325.74,201.97,0.9865,334.84,212.58,0.991,331.8,227.75,0.8299,321.19,121.6,0.953,322.71,133.73,0.9084,327.26,174.67,0.9135,337.87,227.75,0.9126,325.74,232.3,0.8771,337.87,226.23,0.9216,325.74,230.78,0.8144,340.9,212.58,0.785,334.84,232.3,0.8563,23.25,80.81,85.24,65.56,66.37,48.95,0.78,45.0,306.96,118.72,346.03,235.18,0.97
713,315.35,130.4,0.8972,316.81,128.94,0.9024,316.81,128.94,0.8172,319.72,130.4,0.9234,324.09,130.4,0.8696,321.18,139.13,0.9114,328.46,140.59,0.942,325.54,152.24,0.9674,331.37,155.15,0.8041,316.81,160.98,0.9521,321.18,160.98,0.7941,322.63,175.54,0.9529,329.91,176.99,0.849,312.44,201.75,0.8688,325.54,201.75,1.0302,332.83,213.4,0.9526,332.83,226.5,0.7886,321.18,121.66,0.9098,322.63,134.76,0.9063,327.0,175.54,0.9102,337.19,226.5,0.86,325.54,232.33,0.8067,337.19,225.05,0.9172,327.0,232.33,0.759,337.19,211.94,0.7948,334.28,230.87,0.8103,26.4,81.51,71.57,63.44,67.73,41.82,0.22,26.57,305.91,120.35,346.64,232.18,0.91
714,315.32,130.31,0.8896,316.78,128.85,0.902,316.78,128.85,0.8161,319.7,130.31,0.9206,324.08,130.31,0.8716,321.16,139.07,0.9112,328.46,140.53,0.9465,325.54,152.2,0.9659,331.38,155.12,0.8109,316.78,160.96,0.9532,321.16,160.96,0.7985,322.62,175.55,0.9572,329.92,177.01,0.8551,312.41,201.82,0.8713,325.54,201.82,1.0358,332.84,213.49,0.9522,332.84,226.63,0.7972,321.16,121.55,0.9088,322.62,134.69,0.9083,327.0,175.55,0.9147,337.21,226.63,0.8573,325.54,232.47,0.8079,335.76,225.17,0.9139,327.0,232.47,0.7622,337.21,212.04,0.7947,334.3,231.01,0.8178,26.4,81.51,71.56,63.44,67.73,41.82,0.22,26.57,305.93,120.24,346.61,232.32,0.91
715,314.76,131.06,0.8733,316.24,129.58,0.8809,316.24,129.58,0.8084,319.2,129.58,0.8949,325.1,129.58,0.8512,320.67,139.92,0.9225,328.06,139.92,0.9612,326.58,153.21,0.9354,331.01,156.17,0.8277,317.72,160.6,0.9574,320.67,162.08,0.8164,322.15,176.85,0.9364,329.53,176.85,0.8507,311.81,200.48,0.8604,326.58,201.95,0.9804,331.01,213.77,0.9816,335.44,227.06,0.8454,320.67,122.2,0.9271,322.15,134.01,0.9159,326.58,175.37,0.9306,333.97,228.54,0.7722,328.06,232.97,0.748,332.49,227.06,0.8469,331.01,232.97,0.7121,335.44,212.29,0.8241,338.4,230.02,0.7716,26.15,78.93,70.56,74.16,70.78,43.99,1.01,45.0,305.93,120.87,345.75,234.3,0.93
716,314.77,131.03,0.8763,316.25,129.56,0.8798,316.25,129.56,0.8076,319.2,129.56,0.8955,325.11,129.56,0.8512,320.68,139.9,0.9249,328.07,139.9,0.9578,326.59,153.19,0.9383,331.02,156.15,0.8284,317.72,160.58,0.9572,320.68,162.06,0.8175,322.16,176.83,0.9361,329.54,176.83,0.8469,311.82,200.46,0.8601,326.59,201.94,0.9805,331.02,213.76,0.9775,335.45,227.06,0.8404,320.68,122.17,0.927,322.16,133.99,0.9154,326.59,175.35,0.9298,333.97,228.53,0.7724,328.07,232.96,0.7442,332.5,227.06,0.849,331.02,232.96,0.7084,335.45,212.28,0.8246,338.41,230.01,0.7677,26.15,78.93,70.56,74.16,70.78,43.99,1.01,45.0,305.93,120.84,345.77,234.29,0.93
717,314.37,129.66,0.9378,315.89,128.15,0.9252,315.89,128.15,0.845,318.92,128.15,0.9553,323.47,128.15,0.87,320.44,140.27,0.9068,328.01,140.27,0.97,326.5,152.39,0.9535,331.04,155.42,0.7389,317.4,159.97,0.9662,318.92,161.48,0.6947,321.95,176.63,0.9467,329.53,176.63,0.8472,311.34,199.36,0.9068,326.5,202.39,0.9412,329.53,214.51,0.975,335.59,228.15,0.8892,320.44,120.57,0.9199,321.95,134.21,0.9318,326.5,175.12,0.9204,329.53,229.67,0.7982,331.04,234.21,0.668,331.04,228.15,0.86,335.59,234.21,0.731,334.07,213.0,0.8519,338.62,229.67,0.8358,26.15,75.21,74.74,76.76,56.31,50.19,0.0,45.0,305.72,119.21,345.76,235.58,0.96
718,314.37,129.65,0.9377,315.89,128.13,0.9255,315.89,128.13,0.8456,318.92,128.13,0.9576,323.46,128.13,0.8692,320.43,140.25,0.9064,328.01,140.25,0.9694,326.49,152.38,0.9545,331.04,155.41,0.7396,317.4,159.96,0.9656,318.92,161.47,0.7032,321.95,176.63,0.9469,329.53,176.63,0.8476,311.34,199.36,0.9074,326.49,202.39,0.9415,329.53,214.52,0.976,335.59,228.16,0.8908,320.43,120.55,0.9201,321.95,134.19,0.9314,326.49,175.11,0.9207,329.53,229.67,0.7976,331.04,234.22,0.6683,331.04,228.16,0.8599,335.59,234.22,0.7315,334.07,213.0,0.8512,338.62,229.67,0.8355,26.15,75.21,74.74,76.76,56.31,50.19,0.0,45.0,305.72,119.19,345.75,235.58,0.96
719,313.87,130.24,0.9045,315.4,127.18,0.9301,313.87,127.18,0.8562,318.47,128.71,0.9723,323.06,128.71,0.8823,320.0,139.43,0.8998,327.66,139.43,0.9723,326.13,151.69,0.982,330.72,156.28,0.6563,316.94,159.35,0.9773,318.47,160.88,0.7503,321.53,176.2,0.9469,329.19,176.2,0.866,310.81,199.17,0.9086,327.66,202.24,0.9511,329.19,216.03,0.9815,335.32,225.22,0.8662,320.0,121.05,0.9474,321.53,133.3,0.9238,326.13,174.67,0.9446,326.13,231.34,0.8873,332.25,234.41,0.7375,327.66,229.81,0.9201,335.32,234.41,0.7682,333.79,216.03,0.8152,338.38,229.81,0.8377,21.8,72.51,79.75,76.76,36.87,58.8,0.78,45.0,305.24,118.14,345.49,235.79,0.96
720,313.79,128.54,0.9072,315.33,127.0,0.934,313.79,127.0,0.8504,318.4,128.54,0.9618,323.0,128.54,0.8912,319.93,139.28,0.9052,327.61,139.28,0.9743,326.07,151.56,0.9831,330.68,156.17,0.6423,316.86,159.24,0.9779,319.93,160.77,0.7505,321.47,176.12,0.9449,329.14,176.12,0.8619,310.72,199.15,0.9119,327.61,202.22,0.95,329.14,216.03,0.9798,335.28,225.24,0.8705,319.93,120.86,0.9518,321.47,133.14,0.9294,326.07,174.59,0.9434,326.07,231.38,0.8869,332.21,234.45,0.7326,327.61,229.85,0.919,335.28,234.45,0.7672,333.75,216.03,0.8113,338.35,229.85,0.8438,21.8,72.51,77.11,76.76,36.87,58.8,0.78,45.0,305.23,117.95,345.38,235.83,0.96
721,312.07,129.5,0.8965,313.62,126.39,0.963,313.62,126.39,0.8453,318.28,127.95,0.9663,322.93,129.5,0.8499,319.83,138.81,0.8953,327.59,138.81,0.986,326.04,151.23,0.9713,329.14,154.33,0.6885,316.73,158.99,0.9516,318.28,158.99,0.7601,321.38,176.06,0.9558,329.14,176.06,0.906,308.97,197.78,0.9286,329.14,202.44,0.9478,327.59,216.41,0.9663,338.45,227.27,0.8847,318.28,120.19,0.9194,319.83,134.15,0.9198,324.49,174.51,0.9285,324.49,231.93,0.8536,333.8,235.03,0.8014,324.49,230.38,0.9053,336.9,235.03,0.8452,332.25,219.51,0.7579,343.11,230.38,0.8626,20.56,74.74,72.51,76.76,51.52,56.31,0.24,45.0,304.75,117.24,348.88,236.43,0.98
722,312.07,129.6,0.8998,313.62,126.5,0.9636,313.62,126.5,0.8427,318.27,128.05,0.9685,322.92,129.6,0.8517,319.82,138.9,0.8935,327.57,138.9,0.9862,326.02,151.3,0.9685,327.57,152.85,0.6499,318.27,159.05,0.9542,318.27,159.05,0.7568,321.37,176.09,0.9599,329.12,176.09,0.9108,308.97,197.79,0.9306,329.12,202.44,0.952,327.57,216.39,0.9623,338.42,227.24,0.8865,318.27,120.3,0.9234,319.82,134.25,0.9195,324.47,174.54,0.9301,324.47,231.89,0.8569,333.77,234.99,0.809,324.47,230.34,0.9045,336.87,234.99,0.8456,332.22,219.49,0.7627,343.07,230.34,0.8691,20.56,74.74,56.31,71.57,51.52,56.31,0.24,45.0,304.81,117.36,348.79,236.38,0.98
723,312.09,128.85,0.8799,313.66,125.71,0.9556,313.66,125.71,0.8359,316.79,127.28,0.9621,323.06,127.28,0.8641,319.93,138.26,0.8961,327.77,138.26,0.98,326.2,150.8,0.9728,327.77,152.36,0.652,316.79,158.63,0.9511,318.36,157.07,0.7309,319.93,175.88,0.9334,329.33,175.88,0.8885,308.95,197.82,0.9347,329.33,200.96,0.9261,324.63,218.2,0.9239,338.74,224.47,0.9103,318.36,119.44,0.9098,319.93,133.55,0.9176,324.63,174.31,0.9268,323.06,230.74,0.8546,334.04,233.88,0.8546,323.06,230.74,0.9151,337.17,233.88,0.8694,329.33,219.77,0.8708,343.44,229.18,0.8758,21.8,64.13,63.43,76.76,48.37,44.69,0.24,36.87,304.92,116.47,349.04,236.86,0.99
724,311.91,128.6,0.8899,313.48,127.02,0.949,313.48,127.02,0.8273,316.64,128.6,0.9859,322.94,128.6,0.8829,319.79,138.05,0.9035,327.67,138.05,0.991,326.09,150.66,0.9778,327.67,152.24,0.6336,316.64,158.54,0.9509,318.21,156.97,0.7039,319.79,175.88,0.9443,329.25,175.88,0.8954,308.76,197.95,0.9277,329.25,201.1,0.9212,326.09,218.44,0.9433,340.28,224.74,0.9167,319.79,120.72,0.9096,319.79,133.32,0.9169,324.52,174.3,0.9288,322.94,231.04,0.8421,333.97,234.2,0.8381,322.94,231.04,0.9115,335.55,232.62,0.8343,329.25,220.01,0.8516,343.43,229.47,0.8675,25.02,66.8,63.43,76.76,58.71,54.27,6.58,36.87,305.01,116.14,348.76,237.19,0.99
725,311.55,127.43,0.8868,313.15,125.83,0.9369,313.15,125.83,0.8322,317.96,127.43,0.9896,321.16,127.43,0.9088,319.56,137.04,0.9218,325.97,137.04,0.9796,325.97,149.87,0.9786,325.97,149.87,0.6631,317.96,157.88,0.9546,317.96,156.28,0.6822,319.56,175.51,0.9373,327.58,175.51,0.9072,308.34,197.95,0.9139,330.78,201.16,0.8826,324.37,218.79,0.9036,340.4,223.59,0.9299,319.56,119.41,0.9081,319.56,132.24,0.9077,324.37,173.91,0.9292,319.56,230.01,0.8748,330.78,233.21,0.8616,319.56,230.01,0.9728,333.99,231.61,0.9071,327.58,221.99,0.9266,343.6,228.4,0.8801,16.07,64.13,51.34,71.57,68.2,60.77,6.58,45.0,304.77,114.77,348.78,237.86,0.99
726,311.55,127.72,0.8834,313.14,124.53,0.942,313.14,124.53,0.8349,317.94,127.72,0.9856,321.13,127.72,0.8965,319.53,137.31,0.9212,325.92,137.31,0.9752,325.92,150.09,0.9785,325.92,150.09,0.66,317.94,158.08,0.9589,317.94,156.48,0.633,319.53,175.65,0.9317,327.52,175.65,0.9025,308.35,198.01,0.9094,330.72,199.61,0.8871,324.33,218.78,0.9106,340.3,223.57,0.9242,319.53,119.74,0.9154,319.53,132.52,0.9136,324.33,174.05,0.929,319.53,229.96,0.8631,330.72,233.16,0.8648,319.53,229.96,0.9652,333.91,231.56,0.9125,327.52,221.98,0.9278,343.5,228.37,0.8793,14.21,64.13,51.34,71.57,66.8,60.77,6.58,45.0,304.78,115.1,348.66,237.79,0.99
727,311.92,128.88,0.8976,313.5,125.73,0.9443,311.92,125.73,0.8267,316.65,127.3,0.9713,321.39,127.3,0.8697,319.81,138.35,0.8996,326.12,138.35,0.9002,326.12,150.97,0.9481,326.12,149.39,0.7007,318.23,157.28,0.9733,316.65,155.7,0.8095,319.81,174.64,0.8964,327.7,174.64,0.9004,308.76,196.73,0.9345,330.85,199.88,0.8923,321.39,220.4,0.873,341.9,223.55,0.9469,318.23,119.41,0.9186,319.81,133.62,0.9215,324.54,173.06,0.9349,316.65,231.44,0.9068,334.01,231.44,0.8572,316.65,231.44,0.989,335.59,231.44,0.7946,326.12,223.55,0.8738,345.06,228.29,0.8857,17.89,54.64,56.31,77.91,70.02,51.27,0.5,45.0,304.21,116.42,349.61,237.59,0.99
728,311.89,128.85,0.8932,313.47,125.7,0.9447,311.89,125.7,0.8205,316.63,127.27,0.97,321.36,127.27,0.8721,319.79,138.32,0.8993,326.1,138.32,0.9028,326.1,150.95,0.9491,326.1,149.37,0.6956,318.21,157.26,0.9737,316.63,155.68,0.8058,319.79,174.62,0.8966,327.68,174.62,0.8997,308.74,196.72,0.9337,330.83,199.88,0.8903,321.36,220.4,0.8731,341.88,223.55,0.9476,318.21,119.38,0.9158,319.79,133.59,0.9236,324.52,173.05,0.935,316.63,231.45,0.9054,333.99,231.45,0.8586,316.63,231.45,0.9867,335.57,231.45,0.7986,326.1,223.55,0.8759,345.04,228.29,0.8849,17.89,54.64,56.31,77.91,70.02,51.27,0.5,45.0,304.19,116.38,349.59,237.6,0.99
729,311.88,127.74,0.8886,313.43,126.2,0.9393,311.88,126.2,0.8119,316.53,127.74,0.9598,321.17,127.74,0.8517,318.07,137.03,0.9646,325.81,137.03,0.9138,325.81,149.41,1.008,328.91,150.95,0.7968,318.07,158.69,0.9419,314.98,155.6,0.9222,319.62,174.17,0.8828,327.36,174.17,0.929,308.79,195.83,0.9138,332.0,197.38,0.941,319.62,220.59,0.8954,342.83,223.68,0.9362,318.07,120.01,0.9268,319.62,132.39,0.9151,324.26,172.62,0.9072,313.43,231.42,0.8988,335.1,232.97,0.8921,314.98,231.42,0.9137,336.64,231.42,0.867,322.72,223.68,0.8197,347.47,228.32,0.8648,11.07,50.19,84.09,71.81,62.19,53.37,0.54,45.0,303.65,117.07,352.61,235.91,0.99
